Currency,Buying,Selling,Mean,Transaction Date,source_url,scraped_at
ZWD,6.6399,6.7063,6.6731,2026-02-28,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-28 03:10:33.640650
AED,688.6813,695.5681,692.1247,2026-03-01,https://www.bot.go.tz/ExchangeRate/excRates,2026-03-01 03:41:40.151198
ATS,162.1543,163.7759,162.9651,2026-03-01,https://www.bot.go.tz/ExchangeRate/excRates,2026-03-01 03:41:40.151198
AUD,1799.7011,1817.6981,1808.6996,2026-03-01,https://www.bot.go.tz/ExchangeRate/excRates,2026-03-01 03:41:40.151198
BIF,0.85,0.8585,0.8542,2026-03-01,https://www.bot.go.tz/ExchangeRate/excRates,2026-03-01 03:41:40.151198
BWP,203.1431,205.1745,204.1588,2026-03-01,https://www.bot.go.tz/ExchangeRate/excRates,2026-03-01 03:41:40.151198
CAD,1850.7586,1869.2662,1860.0124,2026-03-01,https://www.bot.go.tz/ExchangeRate/excRates,2026-03-01 03:41:40.151198
CHF,3277.3701,3310.1438,3293.757,2026-03-01,https://www.bot.go.tz/ExchangeRate/excRates,2026-03-01 03:41:40.151198
CNY,368.8565,372.545,370.7007,2026-03-01,https://www.bot.go.tz/ExchangeRate/excRates,2026-03-01 03:41:40.151198
CUC,105.4084,106.4625,105.9355,2026-03-01,https://www.bot.go.tz/ExchangeRate/excRates,2026-03-01 03:41:40.151198
DKK,399.7538,403.7513,401.7526,2026-03-01,https://www.bot.go.tz/ExchangeRate/excRates,2026-03-01 03:41:40.151198
DZD,19.3709,19.5646,19.4678,2026-03-01,https://www.bot.go.tz/ExchangeRate/excRates,2026-03-01 03:41:40.151198
EUR,2987.4432,3017.3176,3002.3804,2026-03-01,https://www.bot.go.tz/ExchangeRate/excRates,2026-03-01 03:41:40.151198
GBP,3410.1731,3444.2748,3427.2239,2026-03-01,https://www.bot.go.tz/ExchangeRate/excRates,2026-03-01 03:41:40.151198
HKD,323.3304,326.5637,324.9471,2026-03-01,https://www.bot.go.tz/ExchangeRate/excRates,2026-03-01 03:41:40.151198
INR,27.7823,28.0601,27.9212,2026-03-01,https://www.bot.go.tz/ExchangeRate/excRates,2026-03-01 03:41:40.151198
IQD,1.9304,1.9497,1.9401,2026-03-01,https://www.bot.go.tz/ExchangeRate/excRates,2026-03-01 03:41:40.151198
IRR,0.0019,0.0019,0.0019,2026-03-01,https://www.bot.go.tz/ExchangeRate/excRates,2026-03-01 03:41:40.151198
JPY,16.225,16.3872,16.3061,2026-03-01,https://www.bot.go.tz/ExchangeRate/excRates,2026-03-01 03:41:40.151198
KES,19.6033,19.7993,19.7013,2026-03-01,https://www.bot.go.tz/ExchangeRate/excRates,2026-03-01 03:41:40.151198
KRW,1.7566,1.7741,1.7654,2026-03-01,https://www.bot.go.tz/ExchangeRate/excRates,2026-03-01 03:41:40.151198
KWD,8279.5025,8362.2975,8320.9,2026-03-01,https://www.bot.go.tz/ExchangeRate/excRates,2026-03-01 03:41:40.151198
MWK,1.4448,1.4592,1.452,2026-03-01,https://www.bot.go.tz/ExchangeRate/excRates,2026-03-01 03:41:40.151198
MYR,649.6667,656.1633,652.915,2026-03-01,https://www.bot.go.tz/ExchangeRate/excRates,2026-03-01 03:41:40.151198
MZM,39.2096,39.6017,39.4056,2026-03-01,https://www.bot.go.tz/ExchangeRate/excRates,2026-03-01 03:41:40.151198
NAD,158.9271,160.5164,159.7218,2026-03-01,https://www.bot.go.tz/ExchangeRate/excRates,2026-03-01 03:41:40.151198
NGN,1.8547,1.8732,1.8639,2026-03-01,https://www.bot.go.tz/ExchangeRate/excRates,2026-03-01 03:41:40.151198
NLG,1012.5283,1022.6536,1017.591,2026-03-01,https://www.bot.go.tz/ExchangeRate/excRates,2026-03-01 03:41:40.151198
NOK,266.1941,268.856,267.525,2026-03-01,https://www.bot.go.tz/ExchangeRate/excRates,2026-03-01 03:41:40.151198
NZD,1514.3395,1529.4829,1521.9112,2026-03-01,https://www.bot.go.tz/ExchangeRate/excRates,2026-03-01 03:41:40.151198
PKR,9.0415,9.1319,9.0867,2026-03-01,https://www.bot.go.tz/ExchangeRate/excRates,2026-03-01 03:41:40.151198
QAR,694.0472,700.9877,697.5174,2026-03-01,https://www.bot.go.tz/ExchangeRate/excRates,2026-03-01 03:41:40.151198
RWF,1.7262,1.7435,1.7349,2026-03-01,https://www.bot.go.tz/ExchangeRate/excRates,2026-03-01 03:41:40.151198
SAR,674.434,681.1784,677.8062,2026-03-01,https://www.bot.go.tz/ExchangeRate/excRates,2026-03-01 03:41:40.151198
SDR,3480.0651,3514.8657,3497.4654,2026-03-01,https://www.bot.go.tz/ExchangeRate/excRates,2026-03-01 03:41:40.151198
SEK,280.146,282.9474,281.5467,2026-03-01,https://www.bot.go.tz/ExchangeRate/excRates,2026-03-01 03:41:40.151198
SGD,1998.8954,2018.8843,2008.8898,2026-03-01,https://www.bot.go.tz/ExchangeRate/excRates,2026-03-01 03:41:40.151198
TRY,57.5409,58.1163,57.8286,2026-03-01,https://www.bot.go.tz/ExchangeRate/excRates,2026-03-01 03:41:40.151198
UGX,0.7012,0.7082,0.7047,2026-03-01,https://www.bot.go.tz/ExchangeRate/excRates,2026-03-01 03:41:40.151198
USD,2529.802,2555.1,2542.451,2026-03-01,https://www.bot.go.tz/ExchangeRate/excRates,2026-03-01 03:41:40.151198
GOLD,13121829.89,13253048.19,13187439.04,2026-03-01,https://www.bot.go.tz/ExchangeRate/excRates,2026-03-01 03:41:40.151198
ZAR,158.8972,160.4862,159.6917,2026-03-01,https://www.bot.go.tz/ExchangeRate/excRates,2026-03-01 03:41:40.151198
ZMW,133.7105,135.0476,134.379,2026-03-01,https://www.bot.go.tz/ExchangeRate/excRates,2026-03-01 03:41:40.151198
ZWD,6.6399,6.7063,6.6731,2026-03-01,https://www.bot.go.tz/ExchangeRate/excRates,2026-03-01 03:41:40.151198
